"Fraction","ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"bulk soil","asv_002595",0.0599404597735187,0.16395226031788,3.38777829,0.00060771,1.27339591,0,1.03773771,1.24975548,3.67126991,89.37945499,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"bulk soil","asv_003041",0.0598623090295148,0.956339948328501,0.06056484,9.161e-05,3e-08,1.772e-05,0,9.04e-06,1.647e-05,99.93930028,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_003288",0.0593239062329936,0.832707415828208,1.47145991,2e-08,1.28335147,4.4e-07,4.92857036,0.2502385,0.53018434,91.53619496,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_002477",0.0591953354442251,0.107111438416274,1.8e-07,3.0443908,0,2.02e-06,2.66e-06,0,0,96.95560434,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"bulk soil","asv_003494",0.058620220646499,0.596561962765949,12.51098951,0.57461158,4.12e-06,1.11517129,0,4.94178776,1.66006639,79.19736934,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000888",0.0584809359949666,0.167552799304723,7.01603578,10.81959915,0.0001989,0.00040699,1.21622146,0.00045477,0.00047647,80.94660646,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"bulk soil","asv_002287",0.0582351706721849,0.0528377376654347,1.52086099,0.00023883,3.25e-06,0.62096184,0.48371034,0.03209559,0,97.34212916,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","flexus","f__Bacillaceae g__Bacillus s__flexus"
"bulk soil","asv_000991",0.0581916974384563,0.380280993752847,17.01019892,7.4079714,1.58e-06,0.06807199,1.27e-06,0,2.113e-05,75.5137337,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_001634",0.0580788278910302,0.632534874668925,13.21022838,19.50583767,0.4708304,0.46969328,1.198e-05,0.85386609,1.72e-06,65.48953048,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_000854",0.0579695113369503,0.356782209876859,0,5.01e-06,1.75204023,1.5e-07,0,0.17213627,0.03569371,98.04012463,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"bulk soil","asv_003133",0.0576012451132283,0.323524250419425,3.94870127,0,6.5e-07,4.45946366,0.8111212,0,0,90.78071321,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_001737",0.057501688608721,0.215511207637206,15.64103112,5.25997598,1.40741711,2.601e-05,1.6193697,3.09e-06,0.32400505,75.74817193,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_000821",0.0572787000384947,0.346064605719835,3.93e-06,6.7e-07,0.55572115,1.53e-06,0.14359575,2.16e-06,2.469283,96.8313918,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"bulk soil","asv_001678",0.0572026645484506,0.30632354777507,3.43833084,4.53760368,1.78e-06,0.35203766,6.34232637,3.79491517,2.73e-06,81.53478177,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"bulk soil","asv_001095",0.0571892134681645,0.917193114605735,0,0,0,0,0.16444939,0.32480626,0,99.51074436,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"bulk soil","asv_003842",0.0569873317543286,0.511391873516822,3.08495794,0,0,8.2e-07,7.59741966,0.91202936,0.86013961,87.54545262,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_001165",0.056747389135283,0.279892586135341,0.34641859,0,0.28026918,0,0.39936331,0,2.84251961,96.13142932,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"bulk soil","asv_002909",0.0566979705504108,0.450919857479815,4.54317627,2.22618224,2.96e-06,0,10.35191744,0.99449352,1.499e-05,81.88421257,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000833",0.0566635035111027,0.111651475903964,1.9824975,1.13e-06,1.98158575,2e-08,2.02266323,0,0,94.01325237,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"bulk soil","asv_000992",0.0566398321507679,0.994047269764659,0,1.69467534,0,0,1.247e-05,0,1.747e-05,98.30529472,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"bulk soil","asv_002218",0.0565753602838132,0.395439705457324,4.717e-05,0,0.21954123,2.99598131,3.12421003,9.696e-05,0,93.66012331,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"bulk soil","asv_003937",0.0560618052543785,0.316114475504025,13.78545186,4.97275433,0.53146057,1.85e-06,8.2e-07,2.83153804,1.143e-05,77.87878109,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_002507",0.0558504771229766,0.217878527931077,9.8e-07,0.05026513,0.04478142,0.08705846,8.66048405,0.06999353,0.07281485,91.01460159,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"bulk soil","asv_002952",0.055622291894146,0.49285308980255,3.36173533,0,1.60965283,1.27955621,2.07698909,0.56598809,0,91.10607845,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_003303",0.0555012220450783,0.242541992400201,0.77750148,6.6e-07,0,0,2.3e-07,0,0.38045624,98.84204138,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"bulk soil","asv_003562",0.0554896076079082,0.712313570045687,5.66099114,0,3.51381779,2.13e-06,3.33684884,6.2e-07,0.11315134,87.37518815,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_001410",0.0554386338573915,0.743627772878514,0.00017254,1.03581023,2.799e-05,4.932e-05,0,0.29883183,5.788e-05,98.66505021,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","radiopugnans","f__Streptomycetaceae g__Streptomyces s__radiopugnans"
"bulk soil","asv_001850",0.0553290995471535,0.635784861649317,17.00763026,9.36548727,0,3.13250492,1.564e-05,2.26e-06,3.87646516,66.61789448,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_002928",0.0552938371670005,0.165894839986566,6.07e-06,15.75533894,0.07844506,0.02799027,0.31480496,1.47301139,0,82.3504033,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"f__Comamonadaceae g__Delftia "
"bulk soil","asv_003953",0.055177580151062,0.199935495256838,10.53771865,7.65062872,0.85648136,0.11597146,5.03829207,0.00136416,0.00089661,75.79864697,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_001335",0.0551444214007112,0.098243011207364,7.40130302,7.01175195,1.61048475,0.00904772,1.12620061,3.11647288,5.3e-07,79.72473855,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_001945",0.0550165850689037,0.4169055889946,12.77604211,5.4286295,5.53e-06,3.96620027,0.14569148,5.56e-06,4.87175278,72.81167276,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_000778",0.0549966111858558,0.728973019233206,16.23950246,19.13243891,2.32831759,1.065e-05,1.00738765,0,0,61.29234275,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_001201",0.0545797974103276,0.157610762694087,13.5241826,4.44403561,0.19927104,1.26e-06,3.66238898,0.30331907,2.45e-06,77.86679898,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_003627",0.0545427136147895,0.00343071271210134,1.93359054,4.7419008,1.35450374,2.384e-05,11.32513125,8.41e-06,1e-08,80.64484139,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"bulk soil","asv_003836",0.0544235323421314,0.325042586321141,9.79844058,11.49918705,0.09624495,0,1.26421905,0.00034987,0.20828102,77.13327749,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_002323",0.0544095099657037,0.91111520355129,9.57970532,9.87914766,3.743e-05,0.00019569,1.01086316,4.18e-06,8.86e-06,79.53003771,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_004585",0.054354806715176,0.671513077874173,9.4429585,1.83094316,0,1.08e-05,0,0,0.28741127,88.43867627,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"bulk soil","asv_002517",0.0542368029679034,0.200080883296851,16.49175325,11.17960889,4.42904578,8.9e-06,0.21375767,0.00016001,4.682e-05,67.68561868,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_001037",0.0541753798802142,0.475471550768735,20.20811856,7.57882162,0.00307165,0.0016884,0.00013977,4.06e-05,1.382e-05,72.20810559,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_002649",0.054014724183171,0.824307325336576,2.01006912,0,0,2.4e-07,4.8e-07,2.16e-06,0,97.989928,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"bulk soil","asv_003077",0.0534921026666267,0.375316713127915,2.35882122,2.96001379,0.62960391,0,5.74659648,0,1.05289973,87.25206488,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"bulk soil","asv_000657",0.0533002364220271,0.462712373841816,16.24196973,19.9988607,2.52859137,6.1e-07,0.0698699,0.49928432,5.4e-07,60.66142283,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_001666",0.053225334151389,0.193943832223467,16.71708222,5.52420971,0.99555926,1.54062253,0,1.9e-07,1.52e-06,75.22252457,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_000656",0.0531349960517292,0.684706753065485,15.09864158,22.07984681,3.38301506,0.00257211,0.62008878,0.04920109,0.00041783,58.76621674,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_002315",0.0526977375355325,0.0618258482751694,4.316805,2.18694027,1.93567843,0.23687017,8.2492594,1.11e-06,0.22715098,82.84729464,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"bulk soil","asv_000643",0.0524408129254746,0.603931529088576,16.07050196,23.52849414,1.5307139,7e-08,0.12026901,0.42139743,2.63e-06,58.32862087,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_001408",0.0522542831079061,0.153900210575451,18.47446607,7.5484471,1.70557906,2.5e-07,3.33873101,1.2e-06,1.57e-06,68.93277375,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_003846",0.0521961858351334,0.875217536060966,3.4161451,0.31635311,0.00011178,0.12141997,3.71716584,0.00105271,0.4195919,92.00815958,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"bulk soil","asv_001609",0.0519130235861108,0.340163053315903,16.18406945,6.73802366,3.58793066,3.5e-07,3.91170588,0,8e-08,69.57826991,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_002270",0.0517523640444583,0.284429672146719,12.41228787,7.764993,0,0.96554049,4.043e-05,0,0.00011578,78.85702242,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_001115",0.0515485159299265,0.428153363346744,1.96795935,1.95e-06,1.96862362,1.5e-07,2.03012189,1.6e-07,0,94.03329288,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"bulk soil","asv_003675",0.051441582754328,0.166319893436113,9.99367118,1.177e-05,1.32816257,0,7.1453877,1.01847737,0.97523737,79.53905203,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"bulk soil","asv_000682",0.0514312890306824,0.975480413593492,15.94374446,23.32946907,2.54807828,0,0.98750525,0.33200957,0.66512767,56.19406571,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_000985",0.0514311491437081,0.431875336538096,5.1e-07,0.55971806,1e-07,4e-08,1.07037523,0,0,98.36990607,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"bulk soil","asv_001862",0.051419570204192,0.0614311398978404,16.62209496,6.74971391,2.064e-05,5.883e-05,0.0264295,0,1.404e-05,76.60166812,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_001430",0.0513070056100553,0.303771307145857,8.32172414,12.00560613,0.22689499,2.88e-06,4.8388555,2.13410218,3.2e-07,72.47281385,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"bulk soil","asv_001541",0.0512738833690498,0.755165321931332,15.92331914,6.60608081,1.482e-05,0.32343588,0.00224774,1.886e-05,5.915e-05,77.14482359,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_005723",0.0510517802339887,0.0908651835985361,19.87643632,6.63385994,9.3e-07,0.12715883,7.36996073,0.08195509,1.238e-05,65.91061578,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"bulk soil","asv_001768",0.0508306493332577,0.147232531842418,16.63481348,6.79499067,1.63238964,0.07121975,0.8388415,2.0518738,0,71.97587117,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"bulk soil","asv_003875",0.050788699916335,0.171293919012728,13.89169718,5.23525176,0.73661841,0,0.00036901,2.73780083,9.57e-06,77.39825323,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"bulk soil","asv_003405",0.0505308162246142,0.622554422244395,3.7e-07,1.94901504,1.74012584,1.2e-07,4.8e-07,0,4.19902992,92.11182823,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"bulk soil","asv_001437",0.0504733135692033,0.00747220055099102,15.69149292,6.11114823,6.09e-06,3.33151522,0.09057815,0.15333659,3.14e-06,74.62191965,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_001886",0.0501161705487013,0.539313460160224,0,3.851e-05,0,3.84e-06,9e-08,3.412e-05,2.02831401,97.97160942,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"bulk soil","asv_003980",0.0500185428372039,0.867861321753334,5.28912039,3.48774215,1.49993719,5e-08,0,1.1e-07,0,89.7232001,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"bulk soil","asv_002702",0.0498673580234834,0.817175378027287,1.292e-05,4.14541053,2.15703608,0.37649442,0,1.13346158,0.00016159,92.18742289,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"bulk soil","asv_003062",0.0497562104320844,0.551983568734152,0.00322979,1.03241844,0.88915515,0.06547699,6.6e-06,7.11791838,0.00504212,90.88675252,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","flexus","f__Bacillaceae g__Bacillus s__flexus"
"bulk soil","asv_002578",0.0497273764864609,0.0371724268182313,10.06229867,14.6503479,1.23786946,5.3e-06,0,5.63351606,5.5e-07,68.41596206,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia","f__Xanthomonadaceae g__Stenotrophomonas s__maltophilia"
"bulk soil","asv_001926",0.0495888728914027,0.0968019000315469,19.18242807,9.30934051,0,2.664e-05,1.686e-05,0,5.84e-06,71.50818209,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"bulk soil","asv_001750",0.0495023930390174,0.347315132839861,6.38728315,9.23168401,1e-07,0.48816981,0.72586538,2.68558558,8.39e-06,80.48140359,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
